Row #	Gene	Transcripts	OMIM phenotype ID	Disorder group	Inheritance mode (AR/AR-AD)
948	KRT8	ENST00000552551, ENST00000293308, ENST00000546897, ENST00000552150, ENST00000619952	215600		AR
949	KRT85	ENST00000257901, ENST00000544265	602032	Dermatologic	AR
950	KY	ENST00000508956, ENST00000423778, ENST00000503669	617114	Neuromuscular	AR
951	KYNU	ENST00000264170, ENST00000375773, ENST00000409512, ENST00000410015	617661;236800	Multi-system	AR
952	L2HGDH	ENST00000261699, ENST00000267436, ENST00000421284, ENST00000555423, ENST00000555610	236792	Metabolic-ID	AR
953	LAMA1	ENST00000389658, ENST00000638611	615960	ID	AR
954	LAMA2	ENST00000617695, ENST00000618192, ENST00000421865	607855	ID	AR
955	LAMA3	ENST00000313654, ENST00000399516, ENST00000269217, ENST00000587184	226650	Dermatologic	AR
956	LAMB1	ENST00000393561, ENST00000222399, ENST00000393560	615191	ID	AR
957	LAMB2	ENST00000418109, ENST00000305544	614199	Multi-system	AR
958	LAMB3	ENST00000356082, ENST00000391911, ENST00000367030	226700	Multi-system	AR-AD
959	LAMC2	ENST00000493293, ENST00000264144	226700	Dermatologic	AR
960	LAMC3	ENST00000361069	614115	ID	AR
961	LAMTOR2	ENST00000368305, ENST00000368304, ENST00000368302	610798	Multi-system	AR
962	LARGE1	ENST00000354992, ENST00000397394, ENST00000402320	613154	Metabolic-ID	AR
963	LARP7	ENST00000344442, ENST00000509061, ENST00000324052	615071	ID	AR
964	LARS2	ENST00000265537, ENST00000415258, ENST00000414984	615300	Metabolic	AR
965	LAT	ENST00000395461, ENST00000564277, ENST00000630764, ENST00000354453, ENST00000395456, ENST00000454369, ENST00000360872, ENST00000566177	617514	Immune system	AR
966	LBR	ENST00000272163, ENST00000338179	215140	Multi-system	AR-AD
967	LCA5	ENST00000369846, ENST00000392959, ENST00000467898	604537	Multi-system	AR-AD
968	LCAT	ENST00000264005	136120	Metabolic	AR
969	LCT	ENST00000264162	223000	Metabolic	AR
970	LDHA	ENST00000422447, ENST00000430553, ENST00000396222, ENST00000227157, ENST00000540430, ENST00000379412, ENST00000542179, ENST00000625635	612933	Metabolic	AR
971	LDLRAP1	ENST00000374338	603813	Dermatologic	AR
972	LEMD2	ENST00000293760, ENST00000614475, ENST00000508327	212500	Blindness	AR
973	LEP	ENST00000308868	614962	Multi-system	AR
974	LEPR	ENST00000371059, ENST00000371060, ENST00000349533, ENST00000344610, ENST00000616738, ENST00000371058	614963	Endocrine	AR
975	LFNG	ENST00000402506, ENST00000402045, ENST00000338732, ENST00000222725, ENST00000359574, ENST00000614382	609813	Metabolic	AR
976	LG14	ENST00000310123, ENST00000392225, ENST00000591633	617468	ID	AR
977	LHB	ENST00000221421	228300	Endocrine	AR
978	LHCGR	ENST00000294954, ENST00000405626, ENST00000401907, ENST00000403273	238320	Endocrine	AR-AD
979	LHFPL5	ENST00000360215	610265	Deafness	AR
980	LHX3	ENST00000371746, ENST00000371748, ENST00000619587	221750	Skeletal	AR
981	LIAS	ENST00000640888, ENST00000509519, ENST00000424936, ENST00000381846, ENST00000513731, ENST00000261434, ENST00000340169, ENST00000638451	614462	Metabolic-ID	AR
982	LIFR	ENST00000263409, ENST00000453190	601559	Skeletal	AR
983	LIG4	ENST00000442234, ENST00000611712, ENST00000405925, ENST00000356922, ENST00000614526	606593	ID	AR
984	LIM2	ENST00000221973, ENST00000596399	615277	Blindness	AR
985	LINS1	ENST00000314742, ENST00000561308, ENST00000560133	614340	ID	AR
986	LIPA	ENST00000371837, ENST00000336233, ENST00000456827	278000	Metabolic	AR
987	LIPC	ENST00000356113, ENST00000414170, ENST00000299022, ENST00000433326	614025	Metabolic	AR
988	LIPE	ENST00000244289	615980	Metabolic	AR
989	LIPH	ENST00000296252, ENST00000424591	604379	Dermatologic	AR
990	LIPN	ENST00000404459	613943	Dermatologic	AR
991	LIPT1	ENST00000393471, ENST00000393473	616299	Metabolic	AR
992	LIPT2	ENST00000310109	617668	Metabolic	AR
993	LMAN1	ENST00000251047	227300	Hematologic	AR
994	LMBR1	ENST00000353442, ENST00000359422, ENST00000638959	200500	Skeletal	AR-AD
995	LMBRD1	ENST00000370577, ENST00000370570	277380	Metabolic	AR
996	LMF1	ENST00000262301, ENST00000543238, ENST00000568897	246650	Metabolic	AR
997	LMOD3	ENST00000420581, ENST00000489031, ENST00000475434	616165	Neuromuscular	AR
998	LONP1	ENST00000360614, ENST00000585374, ENST00000593119, ENST00000540670, ENST00000590729	600373	Metabolic-ID	AR
999	LOXHD1	ENST00000536736, ENST00000441551, ENST00000300591, ENST00000398705, ENST00000579038, ENST00000582408, ENST00000398686	613079	Deafness	AR
1000	LPAR6	ENST00000378434, ENST00000620633, ENST00000345941	278150	Dermatologic	AR
1001	LPIN1	ENST00000449576, ENST00000396097, ENST00000425416, ENST00000256720, ENST00000396098	268200	Metabolic	AR
1002	LPIN2	ENST00000261596	609628	Metabolic	AR-AD
1003	LPL	ENST00000311322	238600	Metabolic	AR-AD
1004	LRAT	ENST00000507827, ENST00000336356	613341	Metabolic	AR
1005	LRBA	ENST00000510413, ENST00000357115, ENST00000507224	614700	Immune system	AR
1006	LRIG2	ENST00000361127	615112	Cilia+Kidney	AR
1007	LRIT3	ENST00000594814, ENST00000327908	615058	Blindness	AR
1008	LRMDA	ENST00000611255, ENST00000372499, ENST00000496424, ENST00000611306	615179	Multi-system	AR
1009	LRP2	ENST00000263816, ENST00000443831	222448	ID	AR
1010	LRP4	ENST00000378623	212780	Multi-system	AR-AD
1011	LRP5	ENST00000294304	259770	Multi-system	AR-AD
1012	LRPAP1	ENST00000500728	615431	Blindness	AR
1013	LRPPRC	ENST00000260665, ENST00000409946, ENST00000409659	220111	Metabolic-ID	AR
1014	LRRC6	ENST00000618342, ENST00000620350, ENST00000519595, ENST00000518642, ENST00000250173	614935	Cilia+Kidney	AR
1015	LRSAM1	ENST00000300417, ENST00000373324, ENST00000323301, ENST00000373322	614436	Neuromuscular	AR-AD
1016	LRTOMT	ENST00000307198, ENST00000289488, ENST00000539271, ENST00000423494, ENST00000539587, ENST00000538478, ENST00000324866, ENST00000439209, ENST00000541614, ENST00000615940, ENST00000447974, ENST00000435085, ENST00000536917, ENST00000440313	611451	Deafness	AR
1017	LSS	ENST00000356396, ENST00000397728, ENST00000457828, ENST00000522411	616509	Multi-system	AR
1018	LTBP2	ENST00000261978, ENST00000556690	614819	Multi-system	AR
1019	LTBP3	ENST00000322147, ENST00000301873, ENST00000530785, ENST00000529189, ENST00000532932	601216	Multi-system	AR-AD
1020	LTBP4	ENST00000204005, ENST00000308370, ENST00000396819	613177	Multi-system	AR
1021	LTC4S	ENST00000292596, ENST00000401985, ENST00000486713	614037	Metabolic	AR
1022	LYRM7	ENST00000379380, ENST00000510516, ENST00000507584	615838	Metabolic	AR
1023	LYST	ENST00000389793, ENST00000389794	214500	Metabolic	AR
1024	LZTFL1	ENST00000296135, ENST00000536047, ENST00000539217	209900	ID	AR
1025	MAB21L2	ENST00000317605	615877	ID	AR-AD
1026	MAG	ENST00000392213, ENST00000361922, ENST00000597035, ENST00000537831	616680	ID	AR
1027	MAGI2	ENST00000354212, ENST00000419488, ENST00000637441, ENST00000522391, ENST00000628980, ENST00000535697, ENST00000629359, ENST00000626691, ENST00000637282, ENST00000519748, ENST00000636039, ENST00000630991, ENST00000628781	617609	Cilia+Kidney	AR
1028	MAK	ENST00000313243, ENST00000474039, ENST00000354489, ENST00000536370, ENST00000538030	614181	Blindness	AR
1029	MALT1	ENST00000348428, ENST00000345724	615468	Immune system	AR
1030	MAN1B1	ENST00000371589, ENST00000535144	614202	Metabolic-ID	AR
1031	MAN2B1	ENST00000456935, ENST00000221363	248500	Metabolic-ID	AR
1032	MANBA	ENST00000226578, ENST00000505239	248510	Metabolic-ID	AR
1033	MAP3K20	ENST00000539448, ENST00000409176, ENST00000338983, ENST00000375213	616890;617760	Multi-system	AR
1034	MAPKBP1	ENST00000457542, ENST00000456763, ENST00000514566, ENST00000627631	617271	Cilia+Kidney	AR
1035	MAPT	ENST00000262410, ENST00000340799, ENST00000344290, ENST00000351559, ENST00000535772, ENST00000334239, ENST00000446361, ENST00000415613, ENST00000420682, ENST00000431008, ENST00000571987, ENST00000574436	260540	Neuromuscular	AR-AD
1036	MARS	ENST00000262027, ENST00000628866, ENST00000630571, ENST00000630803	615486	Neuromuscular	AR
1037	MARS2	ENST00000282276	611390	Metabolic	AR
1038	MARVELD2	ENST00000325631, ENST00000454295, ENST00000436532, ENST00000413223	610153	Deafness	AR
1039	MASP1	ENST00000337774, ENST00000296280, ENST00000392472, ENST00000169293, ENST00000392470	257920	ID	AR
1040	MAT1A	ENST00000372213	250850	Metabolic-ID	AR-AD
1041	MBOAT7	ENST00000431666, ENST00000338624, ENST00000245615, ENST00000391754	617188	ID	AR
1042	MC2R	ENST00000327606	202200	Immune system	AR
1043	MCCC1	ENST00000265594, ENST00000492597, ENST00000610757, ENST00000629669	210200	Metabolic-ID	AR
1044	MCCC2	ENST00000629193, ENST00000340941, ENST00000509358	210210	Metabolic-ID	AR
1045	MCEE	ENST00000244217	251120	Metabolic	AR
1046	MCFD2	ENST00000444761, ENST00000409105, ENST00000409913, ENST00000319466, ENST00000409800, ENST00000409207, ENST00000409973, ENST00000409147, ENST00000409218	613625	Hematologic	AR-AD
1047	MCM4	ENST00000523944, ENST00000262105	609981	Immune system	AR
1048	MCM9	ENST00000316316, ENST00000619706, ENST00000316068	616185	Endocrine	AR
1049	MCOLN1	ENST00000264079	252650	Metabolic-ID	AR
1050	MCPH1	ENST00000344683, ENST00000519480, ENST00000522905	251200	ID	AR
1051	MDH2	ENST00000461263, ENST00000315758, ENST00000443006, ENST00000432020	617339	Metabolic-ID	AR
1052	MECR	ENST00000373791, ENST00000263702	617282	Metabolic-ID	AR
1053	MED17	ENST00000251871, ENST00000639724, ENST00000640521	613668	ID	AR
1054	MED23	ENST00000354577, ENST00000368068, ENST00000368060, ENST00000368058, ENST00000368053, ENST00000539158	614249	ID	AR
1055	MED25	ENST00000612854, ENST00000617849, ENST00000620467, ENST00000622402, ENST00000312865, ENST00000538643, ENST00000612791, ENST00000618715	605589	ID	AR
1056	MEFV	ENST00000219596, ENST00000339854, ENST00000536379, ENST00000541159	249100	Multi-system	AR-AD
1057	MEGF10	ENST00000503335, ENST00000508365, ENST00000418761, ENST00000274473	614399	Neuromuscular	AR
1058	MEGF8	ENST00000334370, ENST00000378073, ENST00000251268	614976	ID	AR
1059	MEOX1	ENST00000318579, ENST00000329168, ENST00000549132, ENST00000393661	214300	Skeletal	AR
1060	MERTK	ENST00000295408, ENST00000421804, ENST00000616902, ENST00000409780	613862	Blindness	AR
1061	MESP2	ENST00000560219, ENST00000341735	608681	Skeletal	AR-AD
1062	METTL23	ENST00000589977, ENST00000615984, ENST00000591571, ENST00000586738, ENST00000588783, ENST00000586752, ENST00000588302, ENST00000590964, ENST00000341249, ENST00000588822, ENST00000586200	615942	ID	AR
1063	MFF	ENST00000304593, ENST00000353339, ENST00000354503, ENST00000409565, ENST00000409616, ENST00000337110, ENST00000524634, ENST00000349901, ENST00000392059	617086	Metabolic-ID	AR
1064	MFRP	ENST00000619721, ENST00000360167	611040	Blindness	AR
1065	MFSD2A	ENST00000420632, ENST00000372811, ENST00000372809	616486	Metabolic-ID	AR
1066	MFSD8	ENST00000641686, ENST00000296468, ENST00000641186, ENST00000641690, ENST00000641509, ENST00000641393, ENST00000641147, ENST00000641178, ENST00000641482, ENST00000641949, ENST00000641228, ENST00000641590, ENST00000513559, ENST00000642042, ENST00000641243, ENST00000641134, ENST00000641695, ENST00000641503, ENST00000641743	610951	Metabolic-ID	AR
1067	MGAT2	ENST00000305386	212066	Metabolic-ID	AR
1068	MGME1	ENST00000377710, ENST00000377709, ENST00000377704	615084	Metabolic	AR
1069	MGP	ENST00000539261, ENST00000228938	245150	ID	AR
1070	MICU1	ENST00000398761, ENST00000361114, ENST00000635239, ENST00000642044, ENST00000418483, ENST00000398763	615673	Metabolic-ID	AR
1071	MIPEP	ENST00000382172	617228	Metabolic	AR
1072	MKKS	ENST00000347364, ENST00000399054, ENST00000609375, ENST00000639674	605231	ID	AR
1073	MKS1	ENST00000393119, ENST00000313863, ENST00000537529	615990	ID	AR
1074	MLC1	ENST00000395876, ENST00000311597	604004	ID	AR
1075	MLH1	ENST00000231790, ENST00000536378, ENST00000458205, ENST00000539477, ENST00000455445, ENST00000435176	276300	Multi-system	AR-AD
1076	MLPH	ENST00000410032, ENST00000264605, ENST00000338530, ENST00000409373	609227	Multi-system	AR
1077	MLYCD	ENST00000262430	248360	Metabolic-ID	AR
1078	MMAA	ENST00000281317, ENST00000541599	251100	Metabolic-ID	AR
1079	MMAB	ENST00000545712, ENST00000540016, ENST00000537236	251110	Metabolic-ID	AR
1080	MMACHC	ENST00000401061, ENST00000616135	277400	Metabolic-ID	AR
1081	MMADHC	ENST00000303319, ENST00000428879, ENST00000422782	277410	Metabolic-ID	AR
1082	MME	ENST00000492661, ENST00000625667, ENST00000460393, ENST00000616757, ENST00000382989, ENST00000462745, ENST00000493237, ENST00000360490, ENST00000615825	617017	Neuromuscular	AR-AD
1083	MMP13	ENST00000260302, ENST00000615555, ENST00000340273	250400	Multi-system	AR-AD
1084	MMP2	ENST00000570308, ENST00000219070, ENST00000543485, ENST00000437642	259600	Multi-system	AR
1085	MMP20	ENST00000260228	612529	Multi-system	AR
1086	MMP21	ENST00000368808	616749	-	AR
1087	MMP9	ENST00000372330	613073	Multi-system	AR-AD
1088	MOCOS	ENST00000261326	603592	Cilia+Kidney	AR
1089	MOCS1	ENST00000373186, ENST00000373188, ENST00000373195, ENST00000340692, ENST00000425303, ENST00000432280	252150	Metabolic-ID	AR
1090	MOCS2	ENST00000361377, ENST00000396954, ENST00000450852, ENST00000510818, ENST00000508922, ENST00000582677, ENST00000584946, ENST00000527216	252150	Metabolic-ID	AR
1091	MOGS	ENST00000233616, ENST00000452063, ENST00000409065	606056	Metabolic-ID	AR
1092	MPC1	ENST00000360961, ENST00000341756, ENST00000621630, ENST00000621685	614741	Metabolic	AR
1093	MPDU1	ENST00000582151, ENST00000250124, ENST00000396501, ENST00000423172	609180	Metabolic-ID	AR
1094	MPDZ	ENST00000319217, ENST00000541718, ENST00000381022, ENST00000538841, ENST00000536827, ENST00000447879, ENST00000546205	615219	ID	AR
1095	MPI	ENST00000352410, ENST00000566377, ENST00000563422, ENST00000564003, ENST00000563786, ENST00000535694, ENST00000323744, ENST00000562606, ENST00000565576	602579	Metabolic	AR
1096	MPL	ENST00000372470, ENST00000413998	604498	Multi-system	AR-AD
1097	MPLKIP	ENST00000306984	234050	ID	AR
1098	MPO	ENST00000225275	254600	Immune system	AR
1099	MPV17	ENST00000233545, ENST00000402310, ENST00000380044, ENST00000357186, ENST00000402722, ENST00000405983, ENST00000405076, ENST00000403262, ENST00000399052	256810	Metabolic	AR
1100	MPZ	ENST00000533357, ENST00000491222	145900	Neuromuscular	AR-AD
1101	MRAP	ENST00000339944, ENST00000399784, ENST00000303645	607398	-	AR
1102	MRE11	ENST00000323929, ENST00000407439, ENST00000323977, ENST00000393241, ENST00000540013	604391	-	AR
1103	MRPL3	ENST00000264995, ENST00000425847	614582	-	AR
1104	MRPS16	ENST00000372945, ENST00000372940	610498	-	AR
1105	MRPS2	ENST00000371785, ENST00000241600	617950	-	AR
1106	MRPS22	ENST00000495075, ENST00000310776, ENST00000465056, ENST00000478464	611719	-	AR
1107	MRPS34	ENST00000177742, ENST00000397375	617664	-	AR
1108	MS4A1	ENST00000345732, ENST00000532073, ENST00000534668, ENST00000528313, ENST00000389939	613495	Multi-system	AR
1109	MSH3	ENST00000265081	617100	-	AR
1110	MSH6	ENST00000540021, ENST00000614496, ENST00000622629, ENST00000234420, ENST00000616033, ENST00000538136	276300	-	AR-AD
1111	MSMO1	ENST00000261507, ENST00000393766, ENST00000504317	616834	Metabolic-ID	AR
1112	MSRB3	ENST00000355192, ENST00000308259, ENST00000540804, ENST00000535664, ENST00000614640	613718	Deafness	AR
1113	MSTO1	ENST00000245564, ENST00000368341	617675	Metabolic	AR-AD
1114	MTFMT	ENST00000220058	614947	Metabolic-ID	AR
1115	MTHFD1	ENST00000545908, ENST00000216605	617780	Metabolic	AR
1116	MTHFR	ENST00000376592, ENST00000376583, ENST00000376585, ENST00000376590, ENST00000641407, ENST00000641820	236250	Metabolic-ID	AR
1117	MTMR2	ENST00000346299, ENST00000393223, ENST00000409459, ENST00000352297	601382	-	AR
1118	MTO1	ENST00000415954, ENST00000498286, ENST00000370305, ENST00000370300	614702	Metabolic	AR
1119	MTR	ENST00000535889, ENST00000366577	250940	Metabolic-ID	AR
1120	MTRR	ENST00000264668, ENST00000440940	236270	Metabolic-ID	AR
1121	MTTP	ENST00000511045, ENST00000457717, ENST00000265517, ENST00000422897	200100	Neuromuscular	AR
1122	MUSK	ENST00000374448, ENST00000416899, ENST00000189978, ENST00000374440	608931	Neuromuscular	AR
1123	MUT	ENST00000274813	251000	Metabolic-ID	AR
1124	MUTYH	ENST00000529984, ENST00000372104, ENST00000448481, ENST00000456914, ENST00000354383, ENST00000355498, ENST00000372098, ENST00000372110, ENST00000372115, ENST00000488731, ENST00000450313, ENST00000531105, ENST00000528013	608456	Multi-system	AR
1125	MVK	ENST00000539696, ENST00000228510, ENST00000392727, ENST00000639206, ENST00000629016, ENST00000539575, ENST00000625889	260920	Metabolic-ID	AR-AD
1126	MYBPC1	ENST00000547405, ENST00000452455, ENST00000392934, ENST00000547509, ENST00000361685, ENST00000549145, ENST00000553190, ENST00000536007, ENST00000541119, ENST00000545503, ENST00000361466, ENST00000551300, ENST00000550270	614915	Neuromuscular	AR-AD
1127	MYD88	ENST00000417037, ENST00000396334, ENST00000424893, ENST00000495303, ENST00000443433	612260	Immune system	AR-AD
1128	MYH2	ENST00000532183, ENST00000245503, ENST00000397183, ENST00000622564	605637	Neuromuscular	AR-AD
1129	MYL3	ENST00000395869, ENST00000292327	608751	-	AR-AD
1130	MYMK	ENST00000339996	254940	ID	AR
1131	MYO15A	ENST00000615845, ENST00000205890, ENST00000418233	600316	Deafness	AR
1132	MYO18B	ENST00000536101, ENST00000335473, ENST00000407587	616549	Multi-system	AR
1133	MYO1E	ENST00000288235	614131	Cilia+Kidney	AR
1134	MYO3A	ENST00000265944, ENST00000543632, ENST00000376302, ENST00000376301	607101	Deafness	AR
1135	MYO5A	ENST00000399231, ENST00000356338, ENST00000358212, ENST00000399233, ENST00000613858, ENST00000553916	214450	ID	AR
1136	MYO5B	ENST00000285039, ENST00000592688	251850	-	AR
1137	MYO6	ENST00000369981, ENST00000369985, ENST00000369977, ENST00000615563, ENST00000369975, ENST00000627432	607821	Multi-system	AR-AD
1138	MYO7A	ENST00000409709, ENST00000620575, ENST00000409893, ENST00000458637, ENST00000409619	600060	Multi-system	AR-AD
1139	MYPN	ENST00000540630, ENST00000354393, ENST00000358913, ENST00000613327, ENST00000373675	617336	Multi-system	AR-AD
1140	NAGA	ENST00000396398, ENST00000403363, ENST00000402937	609242	Metabolic-ID	AR
1141	NAGLU	ENST00000225927	252920	Metabolic-ID	AR-AD
1142	NAGS	ENST00000293404	237310	Metabolic	AR
1143	NALCN	ENST00000251127, ENST00000376200	615419	ID	AR-AD
1144	NANS	ENST00000210444	610442	Metabolic-ID	AR
1145	NARS2	ENST00000281038, ENST00000528850	616239	Metabolic-ID	AR
1146	NAXE	ENST00000368234, ENST00000368235, ENST00000368233	617186	Metabolic	AR
1147	NBAS	ENST00000281513	614800	Metabolic	AR
1148	NBEAL2	ENST00000450053	139090	Hematologic	AR
1149	NBN	ENST00000265433, ENST00000409330	609135	ID	AR
1150	NCAPD3	ENST00000534548, ENST00000526422	617984	ID	AR
1151	NCF1	ENST00000289473	233700	Immune system	AR
1152	NCF2	ENST00000413720, ENST00000418089, ENST00000367536, ENST00000367535	233710	Immune system	AR
1153	NDE1	ENST00000396355, ENST00000396354	614019	ID	AR
1154	NDRG1	ENST00000323851, ENST00000537882, ENST00000414097, ENST00000518176, ENST00000522476, ENST00000518066	601455	Neuromuscular	AR
1155	NDST1	ENST00000523767, ENST00000261797	616116	ID	AR
1156	NDUFA10	ENST00000252711, ENST00000404554, ENST00000620965, ENST00000307300, ENST00000407129	618243	Metabolic	AR
1157	NDUFA11	ENST00000418389, ENST00000592634, ENST00000308961	252010	Metabolic-ID	AR
1158	NDUFA9	ENST00000266544, ENST00000540688	256000	Metabolic	AR
1159	NDUFAF1	ENST00000260361	252010	Metabolic	AR
1160	NDUFAF2	ENST00000296597, ENST00000511107	256000	Metabolic	AR
1161	NDUFAF3	ENST00000326912, ENST00000326925, ENST00000395458, ENST00000451378	252010	Metabolic-ID	AR
1162	NDUFAF4	ENST00000316149	252010	Metabolic	AR
1163	NDUFAF5	ENST00000378106, ENST00000463598	252010	Metabolic-ID	AR
1164	NDUFAF6	ENST00000396113, ENST00000396111, ENST00000396124	256000	Metabolic	AR
1165	NDUFB3	ENST00000237889, ENST00000433898, ENST00000454214	252010	Metabolic	AR
1166	NDUFB8	ENST00000299166, ENST00000370322, ENST00000370320	618252	Metabolic	AR
1167	NDUFS1	ENST00000233190, ENST00000455934, ENST00000423725, ENST00000457011, ENST00000440274, ENST00000449699, ENST00000432169	252010	Metabolic-ID	AR
1168	NDUFS2	ENST00000367993, ENST00000392179	252010	Metabolic-ID	AR
1169	NDUFS3	ENST00000263774, ENST00000529276, ENST00000528192, ENST00000534208, ENST00000534716	256000	Metabolic-ID	AR
1170	NDUFS4	ENST00000296684	256000	Metabolic-ID	AR
1171	NDUFS6	ENST00000274137, ENST00000469176	252010	Metabolic-ID	AR
1172	NDUFS7	ENST00000546283, ENST00000233627, ENST00000618074, ENST00000539480, ENST00000313408, ENST00000620479, ENST00000414651	256000	Metabolic-ID	AR
1173	NDUFS8	ENST00000313468, ENST00000528492	256000	Metabolic-ID	AR
1174	NDUFV1	ENST00000322776, ENST00000532303, ENST00000529927, ENST00000415352	252010	Metabolic-ID	AR
1175	NDUFV2	ENST00000318388, ENST00000497577, ENST00000400033	252010	Metabolic-ID	AR
1176	NEB	ENST00000409198, ENST00000172853, ENST00000397345, ENST00000427231, ENST00000618972, ENST00000603639, ENST00000604864	256030	Neuromuscular	AR
1177	NECTIN1	ENST00000341398, ENST00000264025, ENST00000340882	225060	Multi-system	AR
1178	NECTIN4	ENST00000368012	613573	Dermatologic	AR
1179	NEK1	ENST00000439128, ENST00000511633, ENST00000510533, ENST00000507142, ENST00000512193	263520	Multi-system	AR
1180	NEK8	ENST00000268766	615415	Cilia+Kidney	AR
1181	NEK9	ENST00000238616	617022	Multi-system	AR
1182	NEU1	ENST00000375631	256550	Metabolic-ID	AR
1183	NEUROG3	ENST00000242462	610370	Endocrine	AR
1184	NFU1	ENST00000410022, ENST00000394305, ENST00000303698, ENST00000462320	605711	Metabolic-ID	AR
1185	NGF	ENST00000369512	608654	Neuromuscular	AR
1186	NGLY1	ENST00000428257, ENST00000280700, ENST00000396649, ENST00000417874	615273	ID	AR
1187	NHEJ1	ENST00000409720, ENST00000356853	611291	Immune system	AR-AD
1188	NHLRC1	ENST00000340650	254780	Neuromuscular	AR
1189	NHP2	ENST00000274606, ENST00000314397	613987	Multi-system	AR
1190	NIPAL4	ENST00000435489, ENST00000311946	612281	Dermatologic	AR
1191	NKX2-6	ENST00000325017	217095	-	AR-AD
1192	NKX3-2	ENST00000382438	613330	Skeletal	AR
1193	NKX6-2	ENST00000368592	617560	Neuromuscular	AR
1194	NLRP1	ENST00000262467, ENST00000613500, ENST00000571451, ENST00000269280, ENST00000354411, ENST00000572272, ENST00000577119, ENST00000345221, ENST00000617618, ENST00000619223	617388	Multi-system	AR-AD
1195	NLRP7	ENST00000340844, ENST00000328092, ENST00000590030, ENST00000588756, ENST00000592784	231090	Immune system	AR
1196	NME8	ENST00000199447, ENST00000440017	610852	Cilia+Kidney	AR
1197	NMNAT1	ENST00000403197, ENST00000377205	608553	Metabolic	AR
1198	NNT	ENST00000264663, ENST00000344920, ENST00000512996	614736	Metabolic	AR
1199	NOP10	ENST00000328848, ENST00000557912	224230	Multi-system	AR
1200	NPC1	ENST00000269228	257220	Metabolic-ID	AR
1201	NPC2	ENST00000434013, ENST00000541064, ENST00000555619, ENST00000238633, ENST00000557510	607625	Metabolic-ID	AR
1202	NPHP1	ENST00000316534, ENST00000445609, ENST00000393272, ENST00000355301, ENST00000417665, ENST00000418527	609583	ID	AR
1203	NPHP3	ENST00000337331, ENST00000383282	267010	Multi-system	AR
1204	NPHP4	ENST00000378156, ENST00000622020	606966	Multi-system	AR
1205	NPHS1	ENST00000378910, ENST00000353632	256300	Cilia+Kidney	AR
1206	NPHS2	ENST00000367615, ENST00000367616	600995	Cilia+Kidney	AR
1207	NPPA	ENST00000376480, ENST00000610706, ENST00000376476	615745	-	AR-AD
1208	NPR2	ENST00000342694	602875	Skeletal	AR-AD
1209	NR0B2	ENST00000254227	601665	Endocrine	AR-AD
1210	NR1H4	ENST00000548884, ENST00000392986, ENST00000549996, ENST00000551379, ENST00000188403, ENST00000546380	617049	Metabolic	AR
1211	NRXN1	ENST00000625672, ENST00000406316, ENST00000404971, ENST00000342183, ENST00000401710, ENST00000611589, ENST00000401669, ENST00000628364, ENST00000405472, ENST00000630543, ENST00000636345, ENST00000635519, ENST00000412315, ENST00000378262, ENST00000630656, ENST00000402717, ENST00000406859, ENST00000628515, ENST00000625891, ENST00000405581, ENST00000637511, ENST00000626899	614325	ID	AR
1212	NSMCE2	ENST00000287437, ENST00000522563, ENST00000517315, ENST00000519010, ENST00000520866	617253	Multi-system	AR
1213	NSMCE3	ENST00000332303	617241	Immune system	AR
1214	NSUN2	ENST00000264670, ENST00000506139	611091	ID	AR
1215	NT5C2	ENST00000404739, ENST00000343289, ENST00000470299	613162	ID	AR
1216	NT5C3A	ENST00000381626, ENST00000405342, ENST00000620705, ENST00000610140, ENST00000396152, ENST00000242210, ENST00000409467, ENST00000409787	266120	Metabolic	AR
1217	NT5E	ENST00000369651, ENST00000369646, ENST00000257770	211800	Metabolic	AR
1218	NTHL1	ENST00000219066	616415	-	AR
1219	NTRK1	ENST00000392302, ENST00000368196, ENST00000524377, ENST00000358660	256800	ID	AR-AD
1220	NUBPL	ENST00000281081	252010	Metabolic-ID	AR
1221	NUP107	ENST00000229179, ENST00000378905, ENST00000539906	616730	Cilia+Kidney	AR
1222	NUP62	ENST00000422090, ENST00000352066, ENST00000597029, ENST00000597723, ENST00000596217	271930	ID	AR
1223	NUP93	ENST00000308159, ENST00000569842, ENST00000564887, ENST00000542526	616892	Cilia+Kidney	AR
1224	OAT	ENST00000539214, ENST00000368845	258870	Metabolic-ID	AR
1225	OBSL1	ENST00000404537, ENST00000373876, ENST00000603926, ENST00000373873, ENST00000289656	612921	Skeletal	AR
1226	OCA2	ENST00000353809, ENST00000354638	203200	Multi-system	AR
1227	OCLN	ENST00000355237, ENST00000396442, ENST00000538151	251290	ID	AR
1228	OGDH	ENST00000439616, ENST00000443864, ENST00000447398, ENST00000449767, ENST00000444676, ENST00000631326, ENST00000222673	203740	Metabolic	AR
1229	OPA3	ENST00000323060, ENST00000263275, ENST00000544371	258501	Metabolic	AR-AD
1230	OPLAH	ENST00000618853	260005	Metabolic	AR-AD
1231	ORAI1	ENST00000617316, ENST00000611718	612782	Multi-system	AR-AD
1232	ORC1	ENST00000371568, ENST00000371566	224690	ID	AR
1233	ORC4	ENST00000540442, ENST00000535373, ENST00000536575, ENST00000264169, ENST00000392857	613800	Skeletal	AR
1234	ORC6	ENST00000219097, ENST00000568364, ENST00000566860	613803	Skeletal	AR
1235	OSGEP	ENST00000206542	617729	ID	AR
